BL-001 	T 	BL 	F 	단추 여밈의 전체 오픈형
CD-006 	O 	CD 	F 	굵은 골지
CD-006 	O 	CD 	M 	아크릴100%
CD-006 	O 	CD 	M 	보카시
CD-006 	O 	CD 	M 	니트
CD-006 	O 	CD 	M 	드라이크리닝추천
CD-006 	O 	CD 	M 	표백제세탁 주의
CD-006 	O 	CD 	M 	찬물에 울삼푸, 손세탁
CD-006 	O 	CD 	C 	연한 그레이
CD-006 	O 	CD 	E 	스타일리쉬한
CD-006 	O 	CD 	E 	내추럴한
CD-006 	O 	CD 	E 	부드러운
CD-006 	O 	CD 	E 	포근한
CD-006 	O 	CD 	E 	여리여리한
CD-006 	O 	CD 	E 	여성스러운
CD-006 	O 	CD 	E 	오버사이즈
CD-007 	O 	CD 	F 	가디건
CD-007 	O 	CD 	F 	브이넥크라인
CD-007 	O 	CD 	F 	소매 니트 긴시보리
CD-007 	O 	CD 	F 	드롭숄더라인
CD-007 	O 	CD 	F 	롱슬리브, 긴소매
CD-007 	O 	CD 	F 	손등까지오는 길이
CD-007 	O 	CD 	F 	루즈핏
CD-007 	O 	CD 	F 	가디건형태
CD-007 	O 	CD 	F 	무릎위까지오는 뒤기장
CD-007 	O 	CD 	F 	허벅지까지오는 앞기장
CD-007 	O 	CD 	F 	앞여밈라인 니트시보리처리
CD-007 	O 	CD 	F 	밑단 니트긴시보리처리
CD-007 	O 	CD 	M 	아크릴100%
CD-007 	O 	CD 	M 	얇은
CD-007 	O 	CD 	M 	니트
CD-007 	O 	CD 	M 	드라이크리닝추천
CD-007 	O 	CD 	M 	표백제세탁 주의
CD-007 	O 	CD 	M 	찬물에 울삼푸, 손세탁
CD-007 	O 	CD 	C 	진한 그린
CD-007 	O 	CD 	C 	팬톤 PARASALLING
CD-007 	O 	CD 	C 	앞부분과 밑단, 소매 끝단에 라인배색
CD-007 	O 	CD 	C 	시보리 부분 흰색, 빨강 라인 배색
CD-007 	O 	CD 	E 	감각적인
CD-007 	O 	CD 	E 	화사한
CD-007 	O 	CD 	E 	스타일리쉬한
CD-007 	O 	CD 	E 	부드러운
CD-007 	O 	CD 	E 	캐주얼한
CD-008 	O 	CD 	F 	가디건
CD-008 	O 	CD 	F 	브이넥크라인
CD-008 	O 	CD 	F 	소매 니트시보리처리
CD-008 	O 	CD 	F 	드롭숄더
CD-008 	O 	CD 	F 	롱슬리브, 긴소매
CD-008 	O 	CD 	F 	손을 덮는 길이
CD-008 	O 	CD 	F 	루즈핏
CD-008 	O 	CD 	F 	가디건형태
CD-008 	O 	CD 	F 	엉덩이를 덮는 기장
CD-008 	O 	CD 	F 	앞여밈라인 니트시보리처리
CD-008 	O 	CD 	F 	밑단 니트시보리처리
CD-008 	O 	CD 	F 	꽈배기 형태 슬리브
CD-008 	O 	CD 	M 	폴리에스터20%
CD-008 	O 	CD 	M 	두꺼운
CD-008 	O 	CD 	M 	니트
CD-008 	O 	CD 	M 	드라이크리닝추천
CD-008 	O 	CD 	M 	표백제세탁 주의
CD-008 	O 	CD 	M 	찬물에 울삼푸, 손세탁
CD-008 	O 	CD 	C 	네이비
CD-008 	O 	CD 	C 	팬톤 DAZZLING BLUE
CD-008 	O 	CD 	E 	스타일리쉬한
CD-008 	O 	CD 	E 	부드러운
CD-008 	O 	CD 	E 	여리여리한
CD-008 	O 	CD 	E 	포근한
CD-008 	O 	CD 	E 	세련된
CD-009 	O 	CD 	F 	가디건
CD-009 	O 	CD 	F 	브이넥크라인
CD-009 	O 	CD 	F 	목뒤 브이라인
CD-009 	O 	CD 	F 	싱글 여밈 단추3개
CD-009 	O 	CD 	F 	소매뒤 트임, 단추2개
CD-009 	O 	CD 	F 	소매 넓은 니트 시보리처리
CD-009 	O 	CD 	F 	드롭숄더라인
CD-009 	O 	CD 	F 	롱슬리브, 긴소매
CD-009 	O 	CD 	F 	손등을덮는 길이
CD-009 	O 	CD 	F 	루즈핏
CD-009 	O 	CD 	F 	가디건형태
CD-009 	O 	CD 	F 	엉덩이를 살짝 덮는 기장
CD-009 	O 	CD 	F 	아래로 갈수록 퍼지는 형
CD-009 	O 	CD 	M 	아크릴80%
CD-009 	O 	CD 	M 	폴리에스터20%
CD-009 	O 	CD 	M 	얇은
CD-009 	O 	CD 	M 	골지니트
CD-009 	O 	CD 	M 	드라이크리닝추천
CD-009 	O 	CD 	M 	표백제세탁 주의
CD-009 	O 	CD 	M 	찬물에 울삼푸, 손세탁
CD-009 	O 	CD 	C 	그레이
CD-009 	O 	CD 	C 	팬톤 LILAC GRAY
CD-009 	O 	CD 	E 	내추럴한
CD-009 	O 	CD 	E 	부드러운
CD-009 	O 	CD 	E 	포근한
CD-009 	O 	CD 	E 	여리여리한
CD-009 	O 	CD 	E 	여성스러운
CD-010 	O 	CD 	F 	가디건
CD-010 	O 	CD 	F 	브이넥크라인
CD-010 	O 	CD 	F 	싱글여밈왼쪽단추4개
CD-010 	O 	CD 	F 	소매 니트 고무단 처리
CD-010 	O 	CD 	F 	드롭숄더라인
CD-010 	O 	CD 	F 	롱슬리브, 긴소매
CD-010 	O 	CD 	F 	손목까지오는 길이감
CD-010 	O 	CD 	F 	루즈핏
CD-010 	O 	CD 	F 	엉덩이를 덮는 기장
CD-010 	O 	CD 	F 	양옆 솔기주머니
CD-010 	O 	CD 	F 	앞여밈라인 니트 고무단 처리
CD-010 	O 	CD 	F 	밑단 니트 고무단 처리
CD-010 	O 	CD 	F 	와펜 디자인
CD-010 	O 	CD 	F 	글자 레터링
CD-010 	O 	CD 	F 	소매단, 밑단 가로 흑백 스트라이프
CD-010 	O 	CD 	M 	아크릴
CD-010 	O 	CD 	M 	울
CD-010 	O 	CD 	M 	니트
CD-010 	O 	CD 	M 	안감있음
CD-010 	O 	CD 	M 	드라이크리닝추천
CD-010 	O 	CD 	M 	표백제세탁 주의
CD-010 	O 	CD 	M 	찬물에 울삼푸, 손세탁
CD-010 	O 	CD 	C 	블랙
CD-010 	O 	CD 	C 	밑단, 소매, 여밈선,네크라인까지 흰색라인배색
CD-010 	O 	CD 	C 	보라색, 분홍색, 파란색의 와펜 색 강조
CD-010 	O 	CD 	E 	캐주얼한
CD-010 	O 	CD 	E 	스타일리시한
CD-010 	O 	CD 	E 	펑키한
CD-010 	O 	CD 	E 	중성적인
CD-010 	O 	CD 	E 	무늬가 복잡한
CD-011 	O 	CD 	F 	가디건
CD-011 	O 	CD 	F 	목뒤브이네크라인
CD-011 	O 	CD 	F 	소매 니트 고무단 처리
CD-011 	O 	CD 	F 	롱슬리브, 긴소매
CD-011 	O 	CD 	F 	손등까지오는 길이
CD-011 	O 	CD 	F 	루즈핏
CD-011 	O 	CD 	F 	허벅지까지오는 기장
CD-011 	O 	CD 	F 	양옆 패치포켓
CD-011 	O 	CD 	F 	밑단 니트 고무단 처리
CD-011 	O 	CD 	M 	폴리에스테르100%
CD-011 	O 	CD 	M 	드라이크리닝추천
CD-011 	O 	CD 	M 	표백제세탁 주의
CD-011 	O 	CD 	M 	찬물에 울삼푸, 손세탁
CD-011 	O 	CD 	M 	보풀주의
CD-011 	O 	CD 	M 	올풀림주의
CD-011 	O 	CD 	C 	연핑크
CD-011 	O 	CD 	C 	팬톤컬러 ROSE QUARTZ
CD-011 	O 	CD 	E 	부드러운
CD-011 	O 	CD 	E 	포근한
CD-011 	O 	CD 	E 	따뜻한
CD-011 	O 	CD 	E 	여성스러운
CD-011 	O 	CD 	E 	귀여운
CD-011 	O 	CD 	E 	털이 보송보송한
CD-012 	O 	CD 	F 	가디건
CD-012 	O 	CD 	F 	깊은 브이넥크라인
CD-012 	O 	CD 	F 	넓은 소매통
CD-012 	O 	CD 	F 	드롭숄더라인
CD-012 	O 	CD 	F 	7부소매
CD-012 	O 	CD 	F 	손목위까지오는 길이
CD-012 	O 	CD 	F 	가디건형태
CD-012 	O 	CD 	F 	허리 양옆 벨트루프, 허리벨트
CD-012 	O 	CD 	F 	엉덩이중간까지오는 앞기장
CD-012 	O 	CD 	F 	엉덩이를 덮는 뒤기장
CD-012 	O 	CD 	F 	앞여밈라인 니트 시보리처리
CD-012 	O 	CD 	F 	밑단 옆트임
CD-012 	O 	CD 	F 	허리를 묶어 입는 것이 특징
CD-012 	O 	CD 	F 	랩어라운드
CD-012 	O 	CD 	F 	랩 형태
CD-012 	O 	CD 	F 	소매끝, 밑단 데끼처리
CD-012 	O 	CD 	M 	폴리에스터100%
CD-012 	O 	CD 	M 	드라이크리닝추천
CD-012 	O 	CD 	M 	표백제세탁 주의
CD-012 	O 	CD 	M 	찬물에 울삼푸, 손세탁
CD-012 	O 	CD 	C 	아이보리
CD-012 	O 	CD 	C 	흰색
CD-012 	O 	CD 	C 	크림색
CD-012 	O 	CD 	E 	부드러운
CD-012 	O 	CD 	E 	스타일리쉬한
CD-012 	O 	CD 	E 	섹시한
CD-012 	O 	CD 	E 	여성스러운
CD-012 	O 	CD 	E 	우아한
CD-012 	O 	CD 	E 	몸에 맞는
CD-013 	O 	CD 	F 	가디건
CD-013 	O 	CD 	F 	브이 네크라인
CD-013 	O 	CD 	F 	싱글 앞여밈
CD-013 	O 	CD 	F 	전체오픈형
CD-013 	O 	CD 	F 	여밈 단추 네 개
CD-013 	O 	CD 	F 	퍼프소매
CD-013 	O 	CD 	F 	팔꿈치 아래의 소매길이
CD-013 	O 	CD 	F 	전체적인 펀칭 디테일
CD-013 	O 	CD 	F 	레이스 소재 같은
CD-013 	O 	CD 	F 	허리길이
CD-013 	O 	CD 	F 	앞 여밈 직각 단처리
CD-013 	O 	CD 	M 	나일론 100%, 신축성 없음
CD-013 	O 	CD 	M 	레이스
CD-013 	O 	CD 	M 	드라이클리닝 권장
CD-013 	O 	CD 	M 	간절기용
CD-013 	O 	CD 	C 	빈티지한 느낌의 아이보리 색상
CD-013 	O 	CD 	E 	화사한
CD-013 	O 	CD 	E 	우아한
CD-013 	O 	CD 	E 	귀여운
CD-013 	O 	CD 	E 	가볍게 입을 수 있는
CD-013 	O 	CD 	E 	빈티지한
CD-014 	O 	CD 	F 	가디건
CD-014 	O 	CD 	F 	라운드 넥크라인
CD-014 	O 	CD 	F 	싱글 여밈
CD-014 	O 	CD 	F 	왼쪽 여밈선 똑딱이 단추 4개
CD-014 	O 	CD 	F 	드롭숄더 라인
CD-014 	O 	CD 	F 	롱슬리브
CD-014 	O 	CD 	F 	소매는 손목까지 오는 길이
CD-014 	O 	CD 	F 	여유있는 핏
CD-014 	O 	CD 	F 	가디건 형태
CD-014 	O 	CD 	F 	허리까지 오는 기장
CD-014 	O 	CD 	F 	짧은 기장
CD-014 	O 	CD 	F 	앞여밈 라인 니트 단색 고무단 처리
CD-014 	O 	CD 	M 	울80%
CD-014 	O 	CD 	M 	나일론20%
CD-014 	O 	CD 	M 	얇은
CD-014 	O 	CD 	M 	니트
CD-014 	O 	CD 	M 	드라이크리닝추천
CD-014 	O 	CD 	M 	표백제세탁 주의
CD-014 	O 	CD 	M 	찬물에 울삼푸, 손세탁
CD-014 	O 	CD 	C 	그린, 블루
CD-014 	O 	CD 	C 	아가일 패턴
CD-014 	O 	CD 	E 	부드러운
CD-014 	O 	CD 	E 	포근한
CD-014 	O 	CD 	E 	따뜻한
CD-014 	O 	CD 	E 	스타일리쉬한
CD-014 	O 	CD 	E 	트렌디한
CD-014 	O 	CD 	E 	여성스러운
CD-015 	O 	CD 	F 	가디건
CD-015 	O 	CD 	F 	라운드 넥크라인
CD-015 	O 	CD 	F 	싱글 여밈
CD-015 	O 	CD 	F 	왼쪽 여밈선 단추5개
CD-015 	O 	CD 	F 	소매 니트 고무단 처리
CD-015 	O 	CD 	F 	셋인 암홀
CD-015 	O 	CD 	F 	롱슬리브, 긴소매
CD-015 	O 	CD 	F 	손목까지 오는 길이
CD-015 	O 	CD 	F 	여유 있는 핏
CD-015 	O 	CD 	F 	가디건 형태
CD-015 	O 	CD 	F 	엉덩이 살짝덮는 기장
CD-015 	O 	CD 	F 	앞여밈라인 니트 고무단 처리
CD-015 	O 	CD 	F 	밑단 니트 고무단 처리
CD-015 	O 	CD 	M 	폴리에스터100%
CD-015 	O 	CD 	M 	얇은
CD-015 	O 	CD 	M 	니트
CD-015 	O 	CD 	M 	드라이크리닝추천
CD-015 	O 	CD 	M 	표백제세탁 주의
CD-015 	O 	CD 	M 	찬물에 울삼푸, 손세탁
CD-015 	O 	CD 	C 	흰색도트 무늬
CD-015 	O 	CD 	C 	그린컬러
CD-015 	O 	CD 	C 	PANTONE 컬러 SYCAMORE
CD-015 	O 	CD 	E 	부드러운
CD-015 	O 	CD 	E 	보들보들한
CD-015 	O 	CD 	E 	귀여운
CD-015 	O 	CD 	E 	여성스러운
CD-015 	O 	CD 	E 	스타일리쉬한
CD-016 	O 	CD 	F 	가디건
CD-016 	O 	CD 	F 	브이 넥크라인
CD-016 	O 	CD 	F 	왼쪽 여밈선 빅버튼3개
CD-016 	O 	CD 	F 	소매 니트 고무단 처리
CD-016 	O 	CD 	F 	롱슬리브, 긴소매
CD-016 	O 	CD 	F 	손등까지 오는 길이감
CD-016 	O 	CD 	F 	여유있는 핏
CD-016 	O 	CD 	F 	가디건 형태
CD-016 	O 	CD 	F 	허리까지 오는 기장
CD-016 	O 	CD 	F 	앞여밈라인 니트 고무단 처리
CD-016 	O 	CD 	F 	밑단 니트 고무단 처리
CD-016 	O 	CD 	M 	앙고라70%
CD-016 	O 	CD 	M 	모30%
CD-016 	O 	CD 	M 	드라이크리닝추천
CD-016 	O 	CD 	M 	표백제세탁 주의
CD-016 	O 	CD 	M 	찬물에 울삼푸, 손세탁
CD-016 	O 	CD 	M 	털이 긴
CD-016 	O 	CD 	C 	연한 그레이
CD-016 	O 	CD 	C 	연한 하늘색
CD-016 	O 	CD 	E 	부드러운
CD-016 	O 	CD 	E 	포근한
CD-016 	O 	CD 	E 	따뜻한
CD-016 	O 	CD 	E 	폭신폭신한
CD-016 	O 	CD 	E 	여성스러운
CD-016 	O 	CD 	E 	여리여리한
CD-016 	O 	CD 	E 	도톰한
CD-017 	O 	CD 	F 	가디건
CD-017 	O 	CD 	F 	브이 넥크라인
CD-017 	O 	CD 	F 	롱슬리브, 긴소매
CD-017 	O 	CD 	F 	손목까지 오는 길이
CD-017 	O 	CD 	F 	여유있는 핏, 아웃 핏
CD-017 	O 	CD 	F 	가디건형태
CD-017 	O 	CD 	F 	엉덩이 덮는 기장감
CD-017 	O 	CD 	F 	앞여밈라인 니트시보리 처리
CD-017 	O 	CD 	F 	앞가슴라인부터 앞소매끝까지
CD-017 	O 	CD 	F 	뒷소매부터 백라인까지 이어지는
CD-017 	O 	CD 	F 	망사 프릴장식
CD-017 	O 	CD 	F 	하찌 니트
CD-017 	O 	CD 	F 	소매끝, 밑단 올말림
CD-017 	O 	CD 	M 	아크릴100%
CD-017 	O 	CD 	M 	니트
CD-017 	O 	CD 	M 	드라이크리닝추천
CD-017 	O 	CD 	M 	표백제세탁 주의
CD-017 	O 	CD 	M 	찬물에 울삼푸, 손세탁
CD-017 	O 	CD 	C 	아이보리
CD-017 	O 	CD 	C 	흰색
CD-017 	O 	CD 	C 	크림색
CD-017 	O 	CD 	E 	러블리한
CD-017 	O 	CD 	E 	사랑스러운
CD-017 	O 	CD 	E 	로맨틱한
CD-017 	O 	CD 	E 	부드러운
CD-017 	O 	CD 	E 	스타일리쉬한
CD-017 	O 	CD 	E 	여성스러운
CD-018 	O 	CD 	F 	가디건
CD-018 	O 	CD 	F 	배트윙소매
CD-018 	O 	CD 	F 	버터플라이 슬리브
CD-018 	O 	CD 	F 	소매 넓은 시보리처리
CD-018 	O 	CD 	F 	소매는 손목까지오는 길이
CD-018 	O 	CD 	F 	루즈한 가오리 핏
CD-018 	O 	CD 	F 	가디건 형태
CD-018 	O 	CD 	F 	골반아래까지 오는 앞 기장
CD-018 	O 	CD 	F 	허리선까지 오는 뒷기장
CD-018 	O 	CD 	F 	앞가슴라인부터 앞소매끝까지
CD-018 	O 	CD 	F 	뒷소매부터 백라인까지 프릴장식
CD-018 	O 	CD 	F 	뒷면 중간 밑단 밴딩처리
CD-018 	O 	CD 	M 	폴레에스테르95%
CD-018 	O 	CD 	M 	폴리우레탄5%
CD-018 	O 	CD 	M 	드레이프성이 좋음
CD-018 	O 	CD 	M 	신축성 좋음
CD-018 	O 	CD 	M 	드라이크리닝추천
CD-018 	O 	CD 	M 	표백제세탁 주의
CD-018 	O 	CD 	M 	얇은 느낌의
CD-018 	O 	CD 	C 	아이보리
CD-018 	O 	CD 	C 	흰색
CD-018 	O 	CD 	E 	부드러운
CD-018 	O 	CD 	E 	고급스러운
CD-018 	O 	CD 	E 	세련된
CD-018 	O 	CD 	E 	깔끔한
CD-018 	O 	CD 	E 	우아한
CD-019 	O 	CD 	F 	가디건
CD-019 	O 	CD 	F 	소매단 접음
CD-019 	O 	CD 	F 	셋인 암홀
CD-019 	O 	CD 	F 	소매 손목위까지오는 길이
CD-019 	O 	CD 	F 	여유있는 핏
CD-019 	O 	CD 	F 	숏자켓형태
CD-019 	O 	CD 	F 	밑단 길이앞은 짧고 옆으로 길어짐
CD-019 	O 	CD 	F 	골반까지오는 앞기장
CD-019 	O 	CD 	F 	엉덩이살짝덮는 뒷기장
CD-019 	O 	CD 	F 	앞부분은 짧고 뒤는 긴 형태
CD-019 	O 	CD 	F 	뒷면플리츠주름
CD-019 	O 	CD 	F 	앞부분 플레어느낌
CD-019 	O 	CD 	F 	앞면 주름진
CD-019 	O 	CD 	M 	폴리에스터100%
CD-019 	O 	CD 	M 	드레이프성이 좋음
CD-019 	O 	CD 	M 	손세탁,드라이,단독세탁, 울세탁
CD-019 	O 	CD 	M 	얇은 느낌의
CD-019 	O 	CD 	M 	부드러운
CD-019 	O 	CD 	C 	연핑크
CD-019 	O 	CD 	C 	PANTONE컬러 PALE DOGWOOD
CD-019 	O 	CD 	C 	연한 베이지
CD-019 	O 	CD 	E 	부드러운
CD-019 	O 	CD 	E 	감각적인
CD-019 	O 	CD 	E 	깔끔한
CD-019 	O 	CD 	E 	세련된
CD-019 	O 	CD 	E 	회사원이 입기 좋은
CD-020 	O 	CD 	F 	가디건
CD-020 	O 	CD 	F 	브이넥크라인
CD-020 	O 	CD 	F 	소매 나팔 라인
CD-020 	O 	CD 	F 	소매통이 넓은
CD-020 	O 	CD 	F 	셋인 암홀
CD-020 	O 	CD 	F 	롱슬리브, 긴소매
CD-020 	O 	CD 	F 	손목까지오는 길이
CD-020 	O 	CD 	F 	루즈핏
CD-020 	O 	CD 	F 	가디건형태
CD-020 	O 	CD 	F 	무릎아래 까지오는 기장
CD-020 	O 	CD 	F 	허리양쪽루프, 밸트
CD-020 	O 	CD 	F 	허리 묶어 입는 것이 특징
CD-020 	O 	CD 	M 	코튼혼방
CD-020 	O 	CD 	M 	드라이크리닝 권장
CD-020 	O 	CD 	M 	단독세탁
CD-020 	O 	CD 	M 	신축성 좋음
CD-020 	O 	CD 	M 	촉감이 좋은
CD-020 	O 	CD 	M 	부드러운
CD-020 	O 	CD 	M 	유연한
CD-020 	O 	CD 	C 	진한 그레이
CD-020 	O 	CD 	C 	PANTONE 컬러 EBONY
CD-020 	O 	CD 	C 	채도가 낮은
CD-020 	O 	CD 	C 	탁한
CD-020 	O 	CD 	E 	포근한
CD-020 	O 	CD 	E 	여성스러운
CD-020 	O 	CD 	E 	세련된
CD-020 	O 	CD 	E 	우아한
CD-020 	O 	CD 	E 	고급스러운
CD-021 	O 	CD 	F 	가디건
CD-021 	O 	CD 	F 	일자로 떨어지는
CD-021 	O 	CD 	F 	목뒤 브이라인
CD-021 	O 	CD 	F 	양옆라인 단추1개씩
CD-021 	O 	CD 	F 	소매는 팔꿈치아래까지오는길이
CD-021 	O 	CD 	F 	여유있는 핏, 아웃핏
CD-021 	O 	CD 	F 	숄 가디건형태
CD-021 	O 	CD 	F 	언발란스 앞뒤길이
CD-021 	O 	CD 	F 	엉덩이 덮는 뒷기장
CD-021 	O 	CD 	F 	무릎위까지 오는 앞기장
CD-021 	O 	CD 	F 	옆라인 오픈형
CD-021 	O 	CD 	F 	끝단 니트 고무단 처리
CD-021 	O 	CD 	F 	밑단 고무단 처리
CD-021 	O 	CD 	M 	울혼방80%
CD-021 	O 	CD 	M 	니트
CD-021 	O 	CD 	M 	드라이크리닝
CD-021 	O 	CD 	M 	단독세탁
CD-021 	O 	CD 	M 	털이 있는
CD-021 	O 	CD 	M 	두께감 있는
CD-021 	O 	CD 	M 	부드러운
CD-021 	O 	CD 	C 	모노톤 베이지
CD-021 	O 	CD 	C 	옅은 갈색
CD-021 	O 	CD 	E 	포근한
CD-021 	O 	CD 	E 	따뜻한
CD-021 	O 	CD 	E 	내추럴한
CD-021 	O 	CD 	E 	세련된
CD-021 	O 	CD 	E 	우아한
CD-022 	O 	CD 	F 	가디건
CD-022 	O 	CD 	F 	라운드넥크라인
CD-022 	O 	CD 	F 	숄 형태
CD-022 	O 	CD 	F 	슬리브리스
CD-022 	O 	CD 	F 	넥라인 앞 똑딱이 단추2개
CD-022 	O 	CD 	F 	여밈라인 가슴높이 왼쪽 똑딱이 단추1개
CD-022 	O 	CD 	F 	양 옆솔기 암홀
CD-022 	O 	CD 	F 	여유있는 핏, 아웃핏
CD-022 	O 	CD 	F 	가디건형태
CD-022 	O 	CD 	F 	허벅지까지 오는 기장
CD-022 	O 	CD 	F 	밑단 뒤트임
CD-022 	O 	CD 	M 	아크릴70%
CD-022 	O 	CD 	M 	울30%
CD-022 	O 	CD 	M 	드라이크리닝
CD-022 	O 	CD 	M 	단독세탁
CD-022 	O 	CD 	M 	부드러운
CD-022 	O 	CD 	C 	베이지
CD-022 	O 	CD 	C 	PANTONE 컬러 ICED COFFEE
CD-022 	O 	CD 	C 	채도가 낮은
CD-022 	O 	CD 	C 	탁한 느낌의 컬러
CD-022 	O 	CD 	E 	고급스러운
CD-022 	O 	CD 	E 	유니크한
CD-022 	O 	CD 	E 	세련된
CD-022 	O 	CD 	E 	여성스러운
CD-022 	O 	CD 	E 	우아한
CD-022 	O 	CD 	E 	미니멀한
CD-023 	O 	CD 	F 	가디건
CD-023 	O 	CD 	F 	브이 넥크라인
CD-023 	O 	CD 	F 	싱글여밈
CD-023 	O 	CD 	F 	오른쪽여밈선 단추5개
CD-023 	O 	CD 	F 	소매 니트 고무단 처리
CD-023 	O 	CD 	F 	드롭숄더라인
CD-023 	O 	CD 	F 	롱슬리브, 긴소매
CD-023 	O 	CD 	F 	손목까지오는 길이
CD-023 	O 	CD 	F 	여유있는 핏
CD-023 	O 	CD 	F 	박스형
CD-023 	O 	CD 	F 	가디건형태
CD-023 	O 	CD 	F 	무릎까지오는 기장
CD-023 	O 	CD 	F 	양옆 단색패치포켓
CD-023 	O 	CD 	F 	앞여밈라인 니트 고무단 처리
CD-023 	O 	CD 	F 	밑단 니트 고무단 처리
CD-023 	O 	CD 	M 	아크릴65%
CD-023 	O 	CD 	M 	폴리에스테르5%
CD-023 	O 	CD 	M 	드라이크리닝 권장
CD-023 	O 	CD 	M 	부드러운
CD-023 	O 	CD 	M 	포근한
CD-023 	O 	CD 	C 	네이비 바탕
CD-023 	O 	CD 	C 	PANTONE컬러 NAVY PEONY
CD-023 	O 	CD 	C 	기하학 패턴
CD-023 	O 	CD 	C 	빨강, 연한 하늘색, 흰색 무늬
CD-023 	O 	CD 	E 	캐주얼한
CD-023 	O 	CD 	E 	유니크한
CD-023 	O 	CD 	E 	내추럴한
CD-023 	O 	CD 	E 	귀여운
CD-024 	O 	CD 	F 	가디건
CD-024 	O 	CD 	F 	가운 형태
CD-024 	O 	CD 	F 	칼라없음
CD-024 	O 	CD 	F 	깊게 파인 브이넥
CD-024 	O 	CD 	F 	전체 오픈형
CD-024 	O 	CD 	F 	드롭숄더
CD-024 	O 	CD 	F 	로브 가운형
CD-024 	O 	CD 	F 	손등을 덮는 소매길이
CD-024 	O 	CD 	F 	소매 부분 파이핑 처리
CD-024 	O 	CD 	F 	종아리 중간 길이
CD-024 	O 	CD 	F 	하단 파이핑 처리
CD-024 	O 	CD 	F 	앞 여밈 직각 단처리
CD-024 	O 	CD 	F 	허리 로브 끈
CD-024 	O 	CD 	M 	폴리에스테르 100%
CD-024 	O 	CD 	M 	신축성 없음
CD-024 	O 	CD 	M 	드라이클리닝 권장함
CD-024 	O 	CD 	C 	광택이 있고
CD-024 	O 	CD 	C 	노란빛이 도는 화이트 색상의 원단위에 노란색 도트무늬
CD-024 	O 	CD 	C 	소매끝 윗부분과, 밑단 끝 윗부분 광택이 있는 밝은 하늘색 파이핑
CD-024 	O 	CD 	E 	잠옷 느낌의
CD-024 	O 	CD 	E 	화려하고 발랄한
CD-024 	O 	CD 	E 	귀여운 느낌이 드는
CD-024 	O 	CD 	E 	생기 있어 보이는
CD-024 	O 	CD 	E 	독특한
CD-024 	O 	CD 	E 	편안한
CD-024 	O 	CD 	E 	축 늘어진
CD-025 	O 	CD 	F 	가운형
CD-025 	O 	CD 	F 	로브
CD-025 	O 	CD 	F 	가디건
CD-025 	O 	CD 	F 	후드
CD-025 	O 	CD 	F 	브이 네크라인
CD-025 	O 	CD 	F 	전체오픈형
CD-025 	O 	CD 	F 	드롭숄더
CD-025 	O 	CD 	F 	로브 가운형
CD-025 	O 	CD 	F 	손등을 덮는 소매길이
CD-025 	O 	CD 	F 	루즈핏
CD-025 	O 	CD 	F 	종아리 중간 덮는 길이
CD-025 	O 	CD 	F 	왼쪽 가슴 패치포켓
CD-025 	O 	CD 	F 	양쪽 옆선 트임
CD-025 	O 	CD 	F 	앞 여밈 직각 단처리
CD-025 	O 	CD 	F 	허리 로브 끈
CD-025 	O 	CD 	M 	면 100%, 신축성 없음, 비침 없음, 손세탁 권장함
CD-025 	O 	CD 	C 	보라색 빛이 도는 탁한 푸른색 바탕
CD-025 	O 	CD 	C 	레드, 블랙이 교차로 있는 체크
CD-025 	O 	CD 	E 	가을 느낌의
CD-025 	O 	CD 	E 	입기 편안한
CD-025 	O 	CD 	E 	빈티지한 느낌
CD-025 	O 	CD 	E 	귀여운
CD-025 	O 	CD 	E 	시원한 느낌
CD-025 	O 	CD 	E 	캐주얼한
CD-026 	O 	CD 	F 	가디건
CD-026 	O 	CD 	F 	브이 네크라인
CD-026 	O 	CD 	F 	전체오픈형
CD-026 	O 	CD 	F 	셋인슬리브
CD-026 	O 	CD 	F 	로브 가운형
CD-026 	O 	CD 	F 	손목을 덮는 소매길이
CD-026 	O 	CD 	F 	루즈핏
CD-026 	O 	CD 	F 	종아리 아래 덮는 길이
CD-026 	O 	CD 	F 	양쪽 옆선 트임
CD-026 	O 	CD 	F 	앞 여밈 직각 단처리
CD-026 	O 	CD 	F 	허리 로브 끈
CD-026 	O 	CD 	F 	전체 도트 무늬
CD-026 	O 	CD 	M 	레이온 100%
CD-026 	O 	CD 	M 	신축성 없음
CD-026 	O 	CD 	M 	단독 드라이클리닝 권장함
CD-026 	O 	CD 	C 	흰색 바탕에, 검정색 도트무늬
CD-026 	O 	CD 	E 	가볍게 입을 수 있는
CD-026 	O 	CD 	E 	복고 느낌이 드는
CD-026 	O 	CD 	E 	귀엽게 보이는
CD-026 	O 	CD 	E 	깜찍한
CD-026 	O 	CD 	E 	눈에 띄는
CD-026 	O 	CD 	E 	축 늘어진
CD-026 	O 	CD 	E 	느슨한
CD-027 	O 	CD 	F 	가디건
CD-027 	O 	CD 	F 	브이 네크라인
CD-027 	O 	CD 	F 	뒤 목부분 개더
CD-027 	O 	CD 	F 	전체오픈형
CD-027 	O 	CD 	F 	드롭숄더
CD-027 	O 	CD 	F 	로브 가운형
CD-027 	O 	CD 	F 	손목을 덮는 소매길이
CD-027 	O 	CD 	F 	소매 끝 레이스 처리
CD-027 	O 	CD 	F 	루즈핏
CD-027 	O 	CD 	F 	로브형
